"";"SHP";"VUOSI";"HOITOMUOTO";"JAKSO";"KAYNTEJA";"JAKSOJA"
"1230";"Päijät-Hämeen SHP";"2020";"Kuollut";"2 viikkoa";1;711
"1231";"Päijät-Hämeen SHP";"2020";"PTH avohoito (käynnit)";"1 viikko";164;711
"1232";"Päijät-Hämeen SHP";"2020";"Sosiaalihuolto";"1 viikko";17;711
"1233";"Päijät-Hämeen SHP";"2020";"Kuollut";"1 viikko";1;711
"1234";"Päijät-Hämeen SHP";"2020";"Sosiaalihuolto";"4 viikkoa";32;711
"1235";"Päijät-Hämeen SHP";"2020";"ESH avohoito";"4 viikkoa";475;711
"1236";"Päijät-Hämeen SHP";"2020";"Yhteensä (käynnit)";"4 viikkoa";596;711
"1237";"Päijät-Hämeen SHP";"2020";"PTH avohoito (käynnit)";"4 viikkoa";313;711
"1238";"Päijät-Hämeen SHP";"2020";"Yhteensä (käynnit)";"1 viikko";430;711
"1239";"Päijät-Hämeen SHP";"2020";"PTH avohoito";"4 viikkoa";417;711
"1240";"Päijät-Hämeen SHP";"2020";"Rehospitalisaatio";"4 viikkoa";133;711
"1241";"Päijät-Hämeen SHP";"2020";"Päivystyskäynti";"2 viikkoa";54;711
"1242";"Päijät-Hämeen SHP";"2020";"PTH avohoito";"2 viikkoa";347;711
"1243";"Päijät-Hämeen SHP";"2020";"PTH + ESH avohoito (käynnit)";"4 viikkoa";581;711
"1244";"Päijät-Hämeen SHP";"2020";"Yhteensä (käynnit)";"2 viikkoa";529;711
"1245";"Päijät-Hämeen SHP";"2020";"Kuollut";"4 viikkoa";2;711
"1246";"Päijät-Hämeen SHP";"2020";"PTH avohoito mielenterveys";"2 viikkoa";49;711
"1247";"Päijät-Hämeen SHP";"2020";"Rehospitalisaatio";"1 viikko";57;711
"1248";"Päijät-Hämeen SHP";"2020";"Rehospitalisaatio";"2 viikkoa";86;711
"1249";"Päijät-Hämeen SHP";"2020";"Päivystyskäynti";"4 viikkoa";71;711
"1250";"Päijät-Hämeen SHP";"2020";"PTH avohoito";"1 viikko";257;711
"1251";"Päijät-Hämeen SHP";"2020";"Sosiaalihuolto";"2 viikkoa";27;711
"1252";"Satakunnan SHP";"2019";"PTH avohoito mielenterveys";"1 viikko";32;538
"1253";"Satakunnan SHP";"2019";"Sosiaalihuolto";"1 viikko";41;538
"1254";"Satakunnan SHP";"2019";"Kuollut";"1 viikko";1;538
"1255";"Satakunnan SHP";"2019";"PTH avohoito mielenterveys";"2 viikkoa";45;538
"1256";"Satakunnan SHP";"2019";"ESH avohoito";"4 viikkoa";360;538
"1257";"Satakunnan SHP";"2019";"PTH avohoito (käynnit)";"2 viikkoa";216;538
"1258";"Satakunnan SHP";"2019";"ESH avohoito";"2 viikkoa";318;538
"1259";"Satakunnan SHP";"2019";"ESH avohoito";"1 viikko";238;538
"1260";"Satakunnan SHP";"2019";"PTH + ESH avohoito (käynnit)";"2 viikkoa";417;538
"1261";"Satakunnan SHP";"2019";"PTH avohoito";"4 viikkoa";350;538
"1262";"Satakunnan SHP";"2019";"PTH avohoito (käynnit)";"4 viikkoa";281;538
"1263";"Satakunnan SHP";"2019";"Päivystyskäynti";"1 viikko";27;538
"1264";"Satakunnan SHP";"2019";"PTH avohoito (käynnit)";"1 viikko";161;538
"1265";"Satakunnan SHP";"2019";"Päivystyskäynti";"4 viikkoa";56;538
"1266";"Satakunnan SHP";"2019";"Yhteensä (käynnit)";"4 viikkoa";481;538
"1267";"Satakunnan SHP";"2019";"Päivystyskäynti";"2 viikkoa";40;538
"1268";"Satakunnan SHP";"2019";"Kuollut";"4 viikkoa";1;538
"1269";"Satakunnan SHP";"2019";"Sosiaalihuolto";"4 viikkoa";51;538
"1270";"Satakunnan SHP";"2019";"PTH + ESH avohoito (käynnit)";"4 viikkoa";465;538
"1271";"Satakunnan SHP";"2019";"Kuollut";"2 viikkoa";1;538
"1272";"Satakunnan SHP";"2019";"PTH + ESH avohoito (käynnit)";"1 viikko";336;538
"1273";"Satakunnan SHP";"2019";"PTH avohoito";"2 viikkoa";290;538
"1274";"Satakunnan SHP";"2019";"PTH avohoito";"1 viikko";237;538
"1275";"Satakunnan SHP";"2019";"Yhteensä";"4 viikkoa";503;538
"1276";"Satakunnan SHP";"2019";"Yhteensä (käynnit)";"2 viikkoa";438;538
"1277";"Satakunnan SHP";"2019";"Sosiaalihuolto";"2 viikkoa";45;538
"1278";"Satakunnan SHP";"2019";"PTH avohoito mielenterveys";"4 viikkoa";62;538
"1279";"Satakunnan SHP";"2019";"Yhteensä (käynnit)";"1 viikko";367;538
"1280";"Satakunnan SHP";"2019";"Rehospitalisaatio";"4 viikkoa";80;538
"1281";"Satakunnan SHP";"2019";"Yhteensä";"1 viikko";401;538
"1282";"Satakunnan SHP";"2019";"Yhteensä";"2 viikkoa";463;538
"1283";"Satakunnan SHP";"2019";"Rehospitalisaatio";"2 viikkoa";46;538
"1284";"Satakunnan SHP";"2019";"Rehospitalisaatio";"1 viikko";25;538
"1285";"Satakunnan SHP";"2020";"Yhteensä";"4 viikkoa";467;509
"1286";"Satakunnan SHP";"2020";"PTH avohoito mielenterveys";"2 viikkoa";39;509
"1287";"Satakunnan SHP";"2020";"PTH avohoito mielenterveys";"4 viikkoa";53;509
"1288";"Satakunnan SHP";"2020";"Yhteensä";"2 viikkoa";435;509
"1289";"Satakunnan SHP";"2020";"PTH avohoito mielenterveys";"1 viikko";26;509
"1290";"Satakunnan SHP";"2020";"ESH avohoito";"1 viikko";203;509
"1291";"Satakunnan SHP";"2020";"PTH avohoito";"2 viikkoa";291;509
"1292";"Satakunnan SHP";"2020";"Yhteensä";"1 viikko";363;509
"1293";"Satakunnan SHP";"2020";"PTH avohoito (käynnit)";"1 viikko";164;509
"1294";"Satakunnan SHP";"2020";"ESH avohoito";"4 viikkoa";318;509
"1295";"Satakunnan SHP";"2020";"PTH avohoito (käynnit)";"2 viikkoa";218;509
"1296";"Satakunnan SHP";"2020";"Sosiaalihuolto";"2 viikkoa";18;509
"1297";"Satakunnan SHP";"2020";"Yhteensä (käynnit)";"2 viikkoa";395;509
"1298";"Satakunnan SHP";"2020";"Sosiaalihuolto";"1 viikko";15;509
"1299";"Satakunnan SHP";"2020";"PTH + ESH avohoito (käynnit)";"2 viikkoa";378;509
"1300";"Satakunnan SHP";"2020";"Yhteensä (käynnit)";"1 viikko";319;509
"1301";"Satakunnan SHP";"2020";"Kuollut";"1 viikko";1;509
"1302";"Satakunnan SHP";"2020";"ESH avohoito";"2 viikkoa";282;509
"1303";"Satakunnan SHP";"2020";"PTH avohoito";"1 viikko";234;509
"1304";"Satakunnan SHP";"2020";"Rehospitalisaatio";"1 viikko";29;509
"1305";"Satakunnan SHP";"2020";"PTH + ESH avohoito (käynnit)";"4 viikkoa";423;509
"1306";"Satakunnan SHP";"2020";"Kuollut";"2 viikkoa";1;509
"1307";"Satakunnan SHP";"2020";"Kuollut";"4 viikkoa";1;509
"1308";"Satakunnan SHP";"2020";"PTH avohoito";"4 viikkoa";340;509
"1309";"Satakunnan SHP";"2020";"Sosiaalihuolto";"4 viikkoa";25;509
"1310";"Satakunnan SHP";"2020";"Päivystyskäynti";"4 viikkoa";51;509
"1311";"Satakunnan SHP";"2020";"Rehospitalisaatio";"4 viikkoa";102;509
"1312";"Satakunnan SHP";"2020";"PTH + ESH avohoito (käynnit)";"1 viikko";305;509
"1313";"Satakunnan SHP";"2020";"Rehospitalisaatio";"2 viikkoa";50;509
"1314";"Satakunnan SHP";"2020";"Päivystyskäynti";"2 viikkoa";43;509
"1315";"Satakunnan SHP";"2020";"Yhteensä (käynnit)";"4 viikkoa";441;509
"1316";"Satakunnan SHP";"2020";"Päivystyskäynti";"1 viikko";22;509
"1317";"Satakunnan SHP";"2020";"PTH avohoito (käynnit)";"4 viikkoa";274;509
"1318";"Ulkomaat";"2019";"ESH avohoito";"1 viikko";5;23
"1319";"Ulkomaat";"2019";"PTH avohoito (käynnit)";"1 viikko";5;23
"1320";"Ulkomaat";"2019";"Päivystyskäynti";"1 viikko";1;23
"1321";"Ulkomaat";"2019";"PTH + ESH avohoito (käynnit)";"2 viikkoa";11;23
"1322";"Ulkomaat";"2019";"Yhteensä";"1 viikko";12;23
"1323";"Ulkomaat";"2019";"Yhteensä";"2 viikkoa";14;23
"1324";"Ulkomaat";"2019";"PTH avohoito mielenterveys";"1 viikko";3;23
"1325";"Ulkomaat";"2019";"ESH avohoito";"2 viikkoa";6;23
"1326";"Ulkomaat";"2019";"PTH avohoito";"2 viikkoa";6;23
"1327";"Ulkomaat";"2019";"PTH avohoito";"1 viikko";6;23
"1328";"Ulkomaat";"2019";"PTH + ESH avohoito (käynnit)";"4 viikkoa";15;23
"1329";"Ulkomaat";"2019";"Yhteensä";"4 viikkoa";18;23
"1330";"Ulkomaat";"2019";"PTH avohoito mielenterveys";"2 viikkoa";4;23
"1331";"Ulkomaat";"2019";"PTH avohoito mielenterveys";"4 viikkoa";4;23
"1332";"Ulkomaat";"2019";"PTH avohoito";"4 viikkoa";7;23
"1333";"Ulkomaat";"2019";"PTH avohoito (käynnit)";"2 viikkoa";5;23
"1334";"Ulkomaat";"2019";"PTH + ESH avohoito (käynnit)";"1 viikko";10;23
"1335";"Ulkomaat";"2019";"Rehospitalisaatio";"2 viikkoa";2;23
"1336";"Ulkomaat";"2019";"Rehospitalisaatio";"4 viikkoa";4;23
"1337";"Ulkomaat";"2019";"Päivystyskäynti";"4 viikkoa";2;23
"1338";"Ulkomaat";"2019";"Yhteensä (käynnit)";"4 viikkoa";17;23
"1339";"Ulkomaat";"2019";"Yhteensä (käynnit)";"2 viikkoa";13;23
"1340";"Ulkomaat";"2019";"Päivystyskäynti";"2 viikkoa";2;23
"1341";"Ulkomaat";"2019";"ESH avohoito";"4 viikkoa";10;23
"1342";"Ulkomaat";"2019";"Yhteensä (käynnit)";"1 viikko";11;23
"1343";"Ulkomaat";"2019";"PTH avohoito (käynnit)";"4 viikkoa";6;23
"1344";"Ulkomaat";"2020";"Yhteensä";"2 viikkoa";15;27
"1345";"Ulkomaat";"2020";"Yhteensä";"1 viikko";12;27
"1346";"Ulkomaat";"2020";"ESH avohoito";"4 viikkoa";9;27
"1347";"Ulkomaat";"2020";"ESH avohoito";"1 viikko";4;27
"1348";"Ulkomaat";"2020";"PTH avohoito mielenterveys";"2 viikkoa";1;27
"1349";"Ulkomaat";"2020";"PTH avohoito mielenterveys";"4 viikkoa";1;27
"1350";"Ulkomaat";"2020";"PTH avohoito";"4 viikkoa";11;27
"1351";"Ulkomaat";"2020";"Yhteensä (käynnit)";"4 viikkoa";15;27
"1352";"Ulkomaat";"2020";"Rehospitalisaatio";"4 viikkoa";4;27
"1353";"Ulkomaat";"2020";"PTH + ESH avohoito (käynnit)";"2 viikkoa";12;27
"1354";"Ulkomaat";"2020";"PTH + ESH avohoito (käynnit)";"1 viikko";9;27
"1355";"Ulkomaat";"2020";"Päivystyskäynti";"1 viikko";1;27
"1356";"Ulkomaat";"2020";"Yhteensä (käynnit)";"1 viikko";11;27
"1357";"Ulkomaat";"2020";"PTH avohoito";"2 viikkoa";9;27
"1358";"Ulkomaat";"2020";"ESH avohoito";"2 viikkoa";7;27
"1359";"Ulkomaat";"2020";"Rehospitalisaatio";"1 viikko";1;27
"1360";"Ulkomaat";"2020";"PTH avohoito (käynnit)";"4 viikkoa";9;27
"1361";"Ulkomaat";"2020";"Yhteensä (käynnit)";"2 viikkoa";13;27
"1362";"Ulkomaat";"2020";"PTH avohoito";"1 viikko";6;27
"1363";"Ulkomaat";"2020";"PTH avohoito (käynnit)";"2 viikkoa";7;27
"1364";"Ulkomaat";"2020";"Sosiaalihuolto";"2 viikkoa";1;27
"1365";"Ulkomaat";"2020";"Rehospitalisaatio";"2 viikkoa";3;27
"1366";"Ulkomaat";"2020";"Yhteensä";"4 viikkoa";16;27
"1367";"Ulkomaat";"2020";"PTH + ESH avohoito (käynnit)";"4 viikkoa";14;27
"1368";"Ulkomaat";"2020";"Sosiaalihuolto";"1 viikko";1;27
"1369";"Ulkomaat";"2020";"Päivystyskäynti";"2 viikkoa";1;27
"1370";"Ulkomaat";"2020";"Päivystyskäynti";"4 viikkoa";1;27
"1371";"Ulkomaat";"2020";"PTH avohoito (käynnit)";"1 viikko";5;27
"1372";"Ulkomaat";"2020";"Sosiaalihuolto";"4 viikkoa";1;27
"1373";"Vaasan SHP";"2019";"ESH avohoito";"4 viikkoa";240;407
"1374";"Vaasan SHP";"2019";"PTH + ESH avohoito (käynnit)";"4 viikkoa";305;407
"1375";"Vaasan SHP";"2019";"Yhteensä";"4 viikkoa";352;407
"1376";"Vaasan SHP";"2019";"PTH + ESH avohoito (käynnit)";"1 viikko";209;407
"1377";"Vaasan SHP";"2019";"ESH avohoito";"1 viikko";149;407
"1378";"Vaasan SHP";"2019";"ESH avohoito";"2 viikkoa";201;407
"1379";"Vaasan SHP";"2019";"Sosiaalihuolto";"4 viikkoa";81;407
"1380";"Vaasan SHP";"2019";"PTH + ESH avohoito (käynnit)";"2 viikkoa";268;407
"1381";"Vaasan SHP";"2019";"Yhteensä";"1 viikko";282;407
"1382";"Vaasan SHP";"2019";"Yhteensä";"2 viikkoa";323;407
"1383";"Vaasan SHP";"2019";"PTH avohoito mielenterveys";"1 viikko";11;407
"1384";"Vaasan SHP";"2019";"PTH avohoito mielenterveys";"4 viikkoa";27;407
"1385";"Vaasan SHP";"2019";"PTH avohoito";"2 viikkoa";148;407
"1386";"Vaasan SHP";"2019";"PTH avohoito";"1 viikko";123;407
"1387";"Vaasan SHP";"2019";"Sosiaalihuolto";"2 viikkoa";79;407
"1388";"Vaasan SHP";"2019";"Rehospitalisaatio";"2 viikkoa";49;407
"1389";"Vaasan SHP";"2019";"Päivystyskäynti";"2 viikkoa";40;407
"1390";"Vaasan SHP";"2019";"Päivystyskäynti";"4 viikkoa";51;407
"1391";"Vaasan SHP";"2019";"Sosiaalihuolto";"1 viikko";71;407
"1392";"Vaasan SHP";"2019";"Rehospitalisaatio";"1 viikko";30;407
"1393";"Vaasan SHP";"2019";"Päivystyskäynti";"1 viikko";22;407
"1394";"Vaasan SHP";"2019";"Rehospitalisaatio";"4 viikkoa";75;407
"1395";"Vaasan SHP";"2019";"PTH avohoito (käynnit)";"1 viikko";82;407
"1396";"Vaasan SHP";"2019";"PTH avohoito";"4 viikkoa";188;407
"1397";"Vaasan SHP";"2019";"PTH avohoito mielenterveys";"2 viikkoa";19;407
"1398";"Vaasan SHP";"2019";"Yhteensä (käynnit)";"1 viikko";261;407
"1399";"Vaasan SHP";"2019";"PTH avohoito (käynnit)";"4 viikkoa";147;407
"1400";"Vaasan SHP";"2019";"Yhteensä (käynnit)";"4 viikkoa";341;407
"1401";"Vaasan SHP";"2019";"PTH avohoito (käynnit)";"2 viikkoa";110;407
"1402";"Vaasan SHP";"2019";"Yhteensä (käynnit)";"2 viikkoa";308;407
"1403";"Vaasan SHP";"2020";"ESH avohoito";"1 viikko";76;250
"1404";"Vaasan SHP";"2020";"ESH avohoito";"2 viikkoa";121;250
"1405";"Vaasan SHP";"2020";"Yhteensä (käynnit)";"4 viikkoa";212;250
"1406";"Vaasan SHP";"2020";"PTH avohoito mielenterveys";"1 viikko";3;250
"1407";"Vaasan SHP";"2020";"Päivystyskäynti";"2 viikkoa";22;250
"1408";"Vaasan SHP";"2020";"Rehospitalisaatio";"4 viikkoa";42;250
"1409";"Vaasan SHP";"2020";"ESH avohoito";"4 viikkoa";145;250
"1410";"Vaasan SHP";"2020";"PTH + ESH avohoito (käynnit)";"1 viikko";108;250
"1411";"Vaasan SHP";"2020";"Rehospitalisaatio";"2 viikkoa";26;250
"1412";"Vaasan SHP";"2020";"PTH avohoito (käynnit)";"1 viikko";48;250
"1413";"Vaasan SHP";"2020";"PTH avohoito (käynnit)";"2 viikkoa";79;250
"1414";"Vaasan SHP";"2020";"Rehospitalisaatio";"1 viikko";13;250
"1415";"Vaasan SHP";"2020";"Päivystyskäynti";"1 viikko";14;250
"1416";"Vaasan SHP";"2020";"Yhteensä";"2 viikkoa";198;250
"1417";"Vaasan SHP";"2020";"PTH + ESH avohoito (käynnit)";"4 viikkoa";194;250
"1418";"Vaasan SHP";"2020";"Yhteensä";"4 viikkoa";219;250
"1419";"Vaasan SHP";"2020";"Yhteensä";"1 viikko";156;250
"1420";"Vaasan SHP";"2020";"PTH avohoito mielenterveys";"2 viikkoa";11;250
"1421";"Vaasan SHP";"2020";"Sosiaalihuolto";"1 viikko";37;250
"1422";"Vaasan SHP";"2020";"Yhteensä (käynnit)";"2 viikkoa";189;250
"1423";"Vaasan SHP";"2020";"PTH avohoito (käynnit)";"4 viikkoa";108;250
"1424";"Vaasan SHP";"2020";"Sosiaalihuolto";"4 viikkoa";44;250
"1425";"Vaasan SHP";"2020";"PTH avohoito mielenterveys";"4 viikkoa";19;250
"1426";"Vaasan SHP";"2020";"Sosiaalihuolto";"2 viikkoa";41;250
"1427";"Vaasan SHP";"2020";"Yhteensä (käynnit)";"1 viikko";141;250
"1428";"Vaasan SHP";"2020";"Päivystyskäynti";"4 viikkoa";31;250
"1429";"Vaasan SHP";"2020";"PTH avohoito";"4 viikkoa";135;250
"1430";"Vaasan SHP";"2020";"PTH + ESH avohoito (käynnit)";"2 viikkoa";165;250
"1431";"Vaasan SHP";"2020";"PTH avohoito";"2 viikkoa";98;250
"1432";"Vaasan SHP";"2020";"PTH avohoito";"1 viikko";69;250
"1433";"Varsinais-Suomen SHP";"2019";"ESH avohoito";"1 viikko";475;1197
"1434";"Varsinais-Suomen SHP";"2019";"PTH + ESH avohoito (käynnit)";"1 viikko";625;1197
"1435";"Varsinais-Suomen SHP";"2019";"Kuollut";"2 viikkoa";1;1197
"1436";"Varsinais-Suomen SHP";"2019";"Päivystyskäynti";"2 viikkoa";104;1197
"1437";"Varsinais-Suomen SHP";"2019";"PTH + ESH avohoito (käynnit)";"2 viikkoa";807;1197
"1438";"Varsinais-Suomen SHP";"2019";"ESH avohoito";"2 viikkoa";664;1197
"1439";"Varsinais-Suomen SHP";"2019";"Rehospitalisaatio";"2 viikkoa";126;1197
"1440";"Varsinais-Suomen SHP";"2019";"PTH avohoito mielenterveys";"4 viikkoa";43;1197
"1441";"Varsinais-Suomen SHP";"2019";"PTH + ESH avohoito (käynnit)";"4 viikkoa";953;1197
"1442";"Varsinais-Suomen SHP";"2019";"ESH avohoito";"4 viikkoa";817;1197
"1443";"Varsinais-Suomen SHP";"2019";"Yhteensä";"4 viikkoa";1039;1197
"1444";"Varsinais-Suomen SHP";"2019";"PTH avohoito mielenterveys";"1 viikko";28;1197
"1445";"Varsinais-Suomen SHP";"2019";"Sosiaalihuolto";"2 viikkoa";89;1197
"1446";"Varsinais-Suomen SHP";"2019";"Rehospitalisaatio";"1 viikko";82;1197
"1447";"Varsinais-Suomen SHP";"2019";"Päivystyskäynti";"1 viikko";66;1197
"1448";"Varsinais-Suomen SHP";"2019";"Sosiaalihuolto";"4 viikkoa";104;1197
"1449";"Varsinais-Suomen SHP";"2019";"Yhteensä";"1 viikko";736;1197
"1450";"Varsinais-Suomen SHP";"2019";"Kuollut";"4 viikkoa";2;1197
"1451";"Varsinais-Suomen SHP";"2019";"Yhteensä";"2 viikkoa";912;1197
"1452";"Varsinais-Suomen SHP";"2019";"Yhteensä (käynnit)";"4 viikkoa";1005;1197
"1453";"Varsinais-Suomen SHP";"2019";"PTH avohoito mielenterveys";"2 viikkoa";33;1197
"1454";"Varsinais-Suomen SHP";"2019";"Päivystyskäynti";"4 viikkoa";142;1197
"1455";"Varsinais-Suomen SHP";"2019";"PTH avohoito";"4 viikkoa";507;1197
"1456";"Varsinais-Suomen SHP";"2019";"PTH avohoito";"1 viikko";311;1197
"1457";"Varsinais-Suomen SHP";"2019";"PTH avohoito (käynnit)";"1 viikko";230;1197
"1458";"Varsinais-Suomen SHP";"2019";"Rehospitalisaatio";"4 viikkoa";205;1197
"1459";"Varsinais-Suomen SHP";"2019";"Sosiaalihuolto";"1 viikko";83;1197
"1460";"Varsinais-Suomen SHP";"2019";"PTH avohoito (käynnit)";"4 viikkoa";396;1197
"1461";"Varsinais-Suomen SHP";"2019";"Yhteensä (käynnit)";"1 viikko";696;1197
"1462";"Varsinais-Suomen SHP";"2019";"PTH avohoito (käynnit)";"2 viikkoa";300;1197
"1463";"Varsinais-Suomen SHP";"2019";"PTH avohoito";"2 viikkoa";404;1197
"1464";"Varsinais-Suomen SHP";"2019";"Yhteensä (käynnit)";"2 viikkoa";871;1197
"1465";"Varsinais-Suomen SHP";"2020";"ESH avohoito";"4 viikkoa";804;1202
"1466";"Varsinais-Suomen SHP";"2020";"Yhteensä (käynnit)";"2 viikkoa";923;1202
"1467";"Varsinais-Suomen SHP";"2020";"ESH avohoito";"1 viikko";496;1202
"1468";"Varsinais-Suomen SHP";"2020";"Yhteensä";"4 viikkoa";1077;1202
"1469";"Varsinais-Suomen SHP";"2020";"Yhteensä";"2 viikkoa";970;1202
"1470";"Varsinais-Suomen SHP";"2020";"PTH avohoito mielenterveys";"1 viikko";31;1202
"1471";"Varsinais-Suomen SHP";"2020";"PTH avohoito mielenterveys";"2 viikkoa";42;1202
"1472";"Varsinais-Suomen SHP";"2020";"ESH avohoito";"2 viikkoa";676;1202
"1473";"Varsinais-Suomen SHP";"2020";"PTH + ESH avohoito (käynnit)";"4 viikkoa";975;1202
"1474";"Varsinais-Suomen SHP";"2020";"PTH avohoito (käynnit)";"2 viikkoa";349;1202
"1475";"Varsinais-Suomen SHP";"2020";"Kuollut";"1 viikko";1;1202
"1476";"Varsinais-Suomen SHP";"2020";"Yhteensä";"1 viikko";796;1202
"1477";"Varsinais-Suomen SHP";"2020";"PTH avohoito (käynnit)";"1 viikko";248;1202
"1478";"Varsinais-Suomen SHP";"2020";"PTH + ESH avohoito (käynnit)";"2 viikkoa";840;1202
"1479";"Varsinais-Suomen SHP";"2020";"Yhteensä (käynnit)";"1 viikko";747;1202
"1480";"Varsinais-Suomen SHP";"2020";"Kuollut";"4 viikkoa";2;1202
"1481";"Varsinais-Suomen SHP";"2020";"PTH + ESH avohoito (käynnit)";"1 viikko";647;1202
"1482";"Varsinais-Suomen SHP";"2020";"Rehospitalisaatio";"4 viikkoa";243;1202
"1483";"Varsinais-Suomen SHP";"2020";"PTH avohoito";"2 viikkoa";476;1202
"1484";"Varsinais-Suomen SHP";"2020";"PTH avohoito";"4 viikkoa";634;1202
"1485";"Varsinais-Suomen SHP";"2020";"Kuollut";"2 viikkoa";2;1202
"1486";"Varsinais-Suomen SHP";"2020";"PTH avohoito mielenterveys";"4 viikkoa";53;1202
"1487";"Varsinais-Suomen SHP";"2020";"Sosiaalihuolto";"2 viikkoa";117;1202
"1488";"Varsinais-Suomen SHP";"2020";"Sosiaalihuolto";"4 viikkoa";129;1202
"1489";"Varsinais-Suomen SHP";"2020";"Yhteensä (käynnit)";"4 viikkoa";1045;1202
"1490";"Varsinais-Suomen SHP";"2020";"Päivystyskäynti";"1 viikko";65;1202
"1491";"Varsinais-Suomen SHP";"2020";"Päivystyskäynti";"2 viikkoa";95;1202
"1492";"Varsinais-Suomen SHP";"2020";"Päivystyskäynti";"4 viikkoa";129;1202
"1493";"Varsinais-Suomen SHP";"2020";"Rehospitalisaatio";"1 viikko";82;1202
"1494";"Varsinais-Suomen SHP";"2020";"Rehospitalisaatio";"2 viikkoa";144;1202
"1495";"Varsinais-Suomen SHP";"2020";"PTH avohoito";"1 viikko";358;1202
"1496";"Varsinais-Suomen SHP";"2020";"PTH avohoito (käynnit)";"4 viikkoa";493;1202
"1497";"Varsinais-Suomen SHP";"2020";"Sosiaalihuolto";"1 viikko";111;1202
